Index,date,State,Rt,Climate,Region,RtVarianceByState,ClimateVarianceByState,RtVarianceByRegion,ClimateVarianceByRegion
463,10/19/2020,CA,1.052389956,68.5,"Region 09 AZ, CA, HI, NV",1.053958634,-0.436515374,0.614843684,-1.202160574
79,10/19/2020,AK,1.136972495,29.5,"Region 10 AK, ID, OR, WA",0.677806416,-1.271089665,1.355768647,-2.115007043
3727,10/19/2020,PA,1.12751188,52.5,"Region 03 DC, DE, MD, PA, VA, WV",0.949400904,-1.05059573,1.111901858,-1.480779107
4783,10/19/2020,WV,1.100263633,62.5,"Region 03 DC, DE, MD, PA, VA, WV",0.470739371,-0.380404811,0.718273484,-0.534762286
3439,10/19/2020,OH,1.180816136,53,"Region 05 IL, IN, MI, MN, OH, WI",1.055811527,-0.98920931,1.036903002,-0.655547985
2095,10/19/2020,ME,1.432166071,47,"Region 01 CT,MA,ME,NH,RI,VT",1.611917043,-0.857375862,2.589180426,-1.248563726
1999,10/19/2020,MD,1.15573017,60.5,"Region 03 DC, DE, MD, PA, VA, WV",1.392146329,-0.740426436,1.51954348,-0.72396565
559,10/19/2020,CO,1.215169916,45.5,"Region 08 CO, MT, ND, SD, UT, WY",1.148262277,-1.231017846,1.31976711,-1.083061671
1135,10/19/2020,HI,1.012099808,79,"Region 09 AZ, CA, HI, NV",0.514676275,0.071698624,0.092730752,-0.206144662
2575,10/19/2020,MT,1.056006752,29.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.549082619,-1.837039865,-0.726390108,-2.092160024
1519,10/19/2020,IN,1.089707451,46.5,"Region 05 IL, IN, MI, MN, OH, WI",0.260104679,-1.536743841,0.033562538,-1.173402539
3535,10/19/2020,OK,1.015183635,50,"Region 06 AR, LA, NM, OK, TX",0.919245717,-1.534175071,-0.131851784,-2.009101427
2767,10/19/2020,ND,1.148311157,40,"Region 08 CO, MT, ND, SD, UT, WY",0.38526965,-1.564004752,0.460249563,-1.42993923
3919,10/19/2020,SC,1.084615442,65,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.121855002,-1.033947128,1.112207659,-0.370503586
4495,10/19/2020,VT,1.311251623,56,"Region 01 CT,MA,ME,NH,RI,VT",1.096098006,-0.346910529,1.584082564,-0.506893695
3343,10/19/2020,NY,1.106575866,58,"Region 02 NJ, NY",1.280051684,-0.858091033,0.949557286,-0.866930425
1423,10/19/2020,IL,1.167652224,44,"Region 05 IL, IN, MI, MN, OH, WI",1.06076013,-1.565058967,0.891934544,-1.372577367
1039,10/19/2020,GA,1.053291217,65,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.086271938,-0.945801785,0.705073802,-0.370503586
2383,10/19/2020,MO,1.157040576,45,"Region 07 IA, KS, MO, NE",1.429988464,-1.806175612,0.781748022,-1.417734895
3823,10/19/2020,RI,1.223540381,52.5,"Region 01 CT,MA,ME,NH,RI,VT",0.982920981,-1.05059573,0.854985395,-0.79532093
2671,10/19/2020,NC,1.021516362,40,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.442508384,-1.564004752,0.292082922,-2.263947519
2191,10/19/2020,MI,1.227513436,42,"Region 05 IL, IN, MI, MN, OH, WI",1.52467444,-1.479522624,1.55116013,-1.53191723
1231,10/19/2020,IA,1.264125118,33.5,"Region 07 IA, KS, MO, NE",1.526374336,-1.981501764,2.092750793,-2.257479688
367,10/19/2020,AZ,1.102793366,81.5,"Region 09 AZ, CA, HI, NV",0.924604177,-0.881260622,1.268012597,0.031001983
847,10/19/2020,DE,1.140482614,59,"Region 03 DC, DE, MD, PA, VA, WV",1.063807544,-0.74141106,1.299277175,-0.865868173
4303,10/19/2020,UT,1.093678429,61,"Region 08 CO, MT, ND, SD, UT, WY",1.129140592,-0.554017447,-0.242093542,-0.105497641
2959,10/19/2020,NH,1.154154884,50,"Region 01 CT,MA,ME,NH,RI,VT",0.824532198,-1.062424633,0.278220453,-1.001340382
4879,10/19/2020,WY,1.22154335,50.5,"Region 08 CO, MT, ND, SD, UT, WY",0.495444531,-0.513700963,1.401702199,-0.767718436
4015,10/19/2020,SD,1.13190125,34.5,"Region 08 CO, MT, ND, SD, UT, WY",0.385799918,-1.608752633,0.249288378,-1.776816789
2287,10/19/2020,MN,1.256722192,30,"Region 05 IL, IN, MI, MN, OH, WI",1.392184578,-1.76817685,1.872823502,-2.487956405
1615,10/19/2020,KS,1.191914206,45,"Region 07 IA, KS, MO, NE",1.424621164,-1.586666467,1.208695037,-1.417734895
3247,10/19/2020,NV,1.086296613,77,"Region 09 AZ, CA, HI, NV",0.669735849,-0.735613711,1.05423408,-0.395861979
175,10/19/2020,AL,1.069641333,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.709456249,-0.26674549,0.917582995,0.197529594
4591,10/19/2020,WA,1.044118839,56,"Region 10 AK, ID, OR, WA",0.764798426,-0.346910529,-0.142149691,-0.229648393
1903,10/19/2020,MA,1.120046148,51,"Region 01 CT,MA,ME,NH,RI,VT",0.320707894,-1.137010651,-0.005307432,-0.918932601
3631,10/19/2020,OR,1.155692539,57.5,"Region 10 AK, ID, OR, WA",1.544442035,-0.775202372,1.657761034,-0.122929979
4112,10/20/2020,TN,1.082131727,40,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.729268557,-1.267276697,1.079925792,-2.263947519
1424,10/20/2020,IL,1.166954709,45.5,"Region 05 IL, IN, MI, MN, OH, WI",1.053218575,-1.448889641,0.884253114,-1.25307247
4784,10/20/2020,WV,1.108320887,67.5,"Region 03 DC, DE, MD, PA, VA, WV",0.573589371,0.115775377,0.834668634,-0.061753876
464,10/20/2020,CA,1.053561307,68,"Region 09 AZ, CA, HI, NV",1.070688122,-0.532628851,0.630023015,-1.249589903
2096,10/20/2020,ME,1.441878428,50.5,"Region 01 CT,MA,ME,NH,RI,VT",1.66066859,-0.575911974,2.669914113,-0.960136492
1808,10/20/2020,LA,1.117497711,76,"Region 06 AR, LA, NM, OK, TX",1.317365842,-0.238017143,1.21300218,0.28187448
2768,10/20/2020,ND,1.145580294,39,"Region 08 CO, MT, ND, SD, UT, WY",0.335596965,-1.630337625,0.42514235,-1.493007877
3536,10/20/2020,OK,1.013426012,63,"Region 06 AR, LA, NM, OK, TX",0.815718323,-0.456712781,-0.154954629,-0.863613474
1136,10/20/2020,HI,1.007338993,78.5,"Region 09 AZ, CA, HI, NV",0.429823554,-0.358493119,0.031036189,-0.253573991
3728,10/20/2020,PA,1.124647711,55.5,"Region 03 DC, DE, MD, PA, VA, WV",0.89017944,-0.789758169,1.070526052,-1.196974061
1328,10/20/2020,ID,1.059555463,53.5,"Region 10 AK, ID, OR, WA",0.204192277,-1.022861285,0.106874453,-0.407512417
752,10/20/2020,DC,1.114767443,67.5,"Region 03 DC, DE, MD, PA, VA, WV",1.455239302,-0.224431626,0.927795628,-0.061753876
4688,10/20/2020,WI,1.084317452,43.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.397798941,-1.433357255,-0.025795185,-1.412412333
4496,10/20/2020,VT,1.306578139,53.5,"Region 01 CT,MA,ME,NH,RI,VT",1.061135306,-0.555578516,1.545234363,-0.712913148
176,10/20/2020,AL,1.067616367,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.670856923,-0.204891463,0.891263678,0.235398472
3632,10/20/2020,OR,1.160964066,56.5,"Region 10 AK, ID, OR, WA",1.624696921,-0.886859428,1.742801487,-0.194075588
368,10/20/2020,AZ,1.099016591,82,"Region 09 AZ, CA, HI, NV",0.87800809,-0.829674634,1.219070035,0.078431312
1232,10/20/2020,IA,1.261033048,37,"Region 07 IA, KS, MO, NE",1.494926152,-1.73878044,2.054895541,-2.001905186
2672,10/20/2020,NC,1.020726735,39,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.416433789,-1.630337625,0.281819815,-2.339685276
4880,10/20/2020,WY,1.215787151,50.5,"Region 08 CO, MT, ND, SD, UT, WY",0.43520853,-0.513700963,1.327702111,-0.767718436
2192,10/20/2020,MI,1.223110382,43.5,"Region 05 IL, IN, MI, MN, OH, WI",1.472962511,-1.350322346,1.502671205,-1.412412333
848,10/20/2020,DE,1.146680093,63,"Region 03 DC, DE, MD, PA, VA, WV",1.155921392,-0.353269482,1.388806002,-0.487461445
3920,10/20/2020,SC,1.087356305,66,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.153980997,-0.919790803,1.147831784,-0.294765829
4304,10/20/2020,UT,1.097896247,60.5,"Region 08 CO, MT, ND, SD, UT, WY",1.279695973,-0.589427351,-0.187870451,-0.137031965
3248,10/20/2020,NV,1.090576772,76.5,"Region 09 AZ, CA, HI, NV",0.720752241,-0.781800053,1.109699907,-0.443291308
656,10/20/2020,CT,1.229881559,61,"Region 01 CT,MA,ME,NH,RI,VT",1.30241751,-0.208339542,0.907696254,-0.09485479
1616,10/20/2020,KS,1.190652949,45,"Region 07 IA, KS, MO, NE",1.407828895,-1.586666467,1.19325386,-1.417734895
944,10/20/2020,FL,1.109416849,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.450599554,-0.623543529,1.434561762,0.689825016
80,10/20/2020,AK,1.137851767,27,"Region 10 AK, ID, OR, WA",0.692174877,-1.461455668,1.369953093,-2.292871067
4016,10/20/2020,SD,1.126664695,40,"Region 08 CO, MT, ND, SD, UT, WY",0.277419706,-1.267276697,0.181968688,-1.42993923
4400,10/20/2020,VA,1.066684861,69,"Region 03 DC, DE, MD, PA, VA, WV",1.07235393,-0.49173416,0.2331943,0.080148647
2960,10/20/2020,NH,1.155510466,60.5,"Region 01 CT,MA,ME,NH,RI,VT",0.849968511,-0.218180226,0.289488689,-0.13605868
3152,10/20/2020,NM,1.086020627,63.5,"Region 06 AR, LA, NM, OK, TX",-0.088905064,-0.477425154,0.799255774,-0.819556245
560,10/20/2020,CO,1.226773493,53.5,"Region 08 CO, MT, ND, SD, UT, WY",1.268005414,-0.71041118,1.468939458,-0.578512494
2576,10/20/2020,MT,1.05810523,36.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.51916978,-1.417857933,-0.699412661,-1.650679494
272,10/20/2020,AR,1.075756805,71.5,"Region 06 AR, LA, NM, OK, TX",1.099885781,0.073353681,0.664344311,-0.114640581
4208,10/20/2020,TX,1.089809183,78.5,"Region 06 AR, LA, NM, OK, TX",1.356540055,0.078590031,0.849053952,0.502160624
4592,10/20/2020,WA,1.04540465,53.5,"Region 10 AK, ID, OR, WA",0.795187718,-0.555578516,-0.121406944,-0.407512417
1904,10/20/2020,MA,1.118329947,58,"Region 01 CT,MA,ME,NH,RI,VT",0.298986271,-0.515056107,-0.019573303,-0.342078133
2384,10/20/2020,MO,1.158308322,50,"Region 07 IA, KS, MO, NE",1.450641941,-1.383059803,0.797268643,-1.052628464
3344,10/20/2020,NY,1.106055,64,"Region 02 NJ, NY",1.267056707,-0.283035262,0.939398345,-0.300129148
3440,10/20/2020,OH,1.187642447,53,"Region 05 IL, IN, MI, MN, OH, WI",1.117752787,-0.98920931,1.112078207,-0.655547985
2864,10/20/2020,NE,1.225779635,39,"Region 07 IA, KS, MO, NE",1.49208236,-1.630337625,1.623298961,-1.855862613
3056,10/20/2020,NJ,1.003486791,65.5,"Region 02 NJ, NY",-0.941986869,-0.176257075,-1.061086068,-0.158428829
3824,10/20/2020,RI,1.220070234,55.5,"Region 01 CT,MA,ME,NH,RI,VT",0.95091097,-0.789758169,0.826139898,-0.548097586
1712,10/20/2020,KY,1.067560152,64.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.439365867,-0.367987359,0.890533028,-0.408372465
2000,10/20/2020,MD,1.155481422,64.5,"Region 03 DC, DE, MD, PA, VA, WV",1.388533784,-0.357498825,1.515950064,-0.345558922
1520,10/20/2020,IN,1.093250141,49.5,"Region 05 IL, IN, MI, MN, OH, WI",0.319371698,-1.259697064,0.072576648,-0.934392745
1040,10/20/2020,GA,1.058757159,68,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.18344687,-0.599027865,0.776116902,-0.143290314
2288,10/20/2020,MN,1.259651757,31.5,"Region 05 IL, IN, MI, MN, OH, WI",1.418814856,-1.665776904,1.905085532,-2.368451508
4497,10/21/2020,VT,1.305966058,57.5,"Region 01 CT,MA,ME,NH,RI,VT",1.05655628,-0.221709736,1.540146458,-0.383282024
4593,10/21/2020,WA,1.042578974,57.5,"Region 10 AK, ID, OR, WA",0.728404736,-0.221709736,-0.166990846,-0.122929979
2961,10/21/2020,NH,1.154443615,62,"Region 01 CT,MA,ME,NH,RI,VT",0.829949983,-0.097573882,0.280620521,-0.012447009
177,10/21/2020,AL,1.065255709,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.625858731,-0.019329383,0.860581233,0.349005108
369,10/21/2020,AZ,1.093749096,82,"Region 09 AZ, CA, HI, NV",0.813020194,-0.829674634,1.150809495,0.078431312
4401,10/21/2020,VA,1.062135411,72.5,"Region 03 DC, DE, MD, PA, VA, WV",0.984586281,-0.100674568,0.167472912,0.411254535
2097,10/21/2020,ME,1.446608903,47.5,"Region 01 CT,MA,ME,NH,RI,VT",1.68441339,-0.817166736,2.70923605,-1.207359835
4305,10/21/2020,UT,1.096489986,59.5,"Region 08 CO, MT, ND, SD, UT, WY",1.229499364,-0.660247158,-0.20594895,-0.200100612
657,10/21/2020,CT,1.230217585,66.5,"Region 01 CT,MA,ME,NH,RI,VT",1.306647984,0.250964334,0.910489461,0.358388007
4881,10/21/2020,WY,1.219477475,51.5,"Region 08 CO, MT, ND, SD, UT, WY",0.47382609,-0.450516732,1.375143887,-0.704649788
561,10/21/2020,CO,1.222126271,55.5,"Region 08 CO, MT, ND, SD, UT, WY",1.220048397,-0.580259513,1.409196069,-0.4523752
4209,10/21/2020,TX,1.090922894,79,"Region 06 AR, LA, NM, OK, TX",1.371621192,0.128887651,0.86369298,0.546217853
2865,10/21/2020,NE,1.225534775,41,"Region 07 IA, KS, MO, NE",1.48906939,-1.49767188,1.620301216,-1.709820041
2769,10/21/2020,ND,1.149764603,41,"Region 08 CO, MT, ND, SD, UT, WY",0.411706921,-1.49767188,0.478934659,-1.366870583
1809,10/21/2020,LA,1.126722715,78,"Region 06 AR, LA, NM, OK, TX",1.438646663,0.026140611,1.334259036,0.458103395
81,10/21/2020,AK,1.135445222,29,"Region 10 AK, ID, OR, WA",0.652848766,-1.309162866,1.331130627,-2.150579848
2001,10/21/2020,MD,1.152805947,68,"Region 03 DC, DE, MD, PA, VA, WV",1.349678106,-0.022437165,1.477300133,-0.014453035
465,10/21/2020,CA,1.051701363,67,"Region 09 AZ, CA, HI, NV",1.044124,-0.724855805,0.605920329,-1.344448561
2193,10/21/2020,MI,1.221906345,51.5,"Region 05 IL, IN, MI, MN, OH, WI",1.458821627,-0.661254199,1.489411667,-0.775052882
1905,10/21/2020,MA,1.116333612,60.5,"Region 01 CT,MA,ME,NH,RI,VT",0.273719048,-0.292929484,-0.03616778,-0.13605868
3057,10/21/2020,NJ,1.003369281,66,"Region 02 NJ, NY",-0.943927983,-0.12989905,-1.063377976,-0.111195389
2673,10/21/2020,NC,1.024454828,41,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.539540669,-1.49767188,0.330275375,-2.188209761
2577,10/21/2020,MT,1.055696984,33.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.553498219,-1.597507333,-0.730372399,-1.839885436
3345,10/21/2020,NY,1.107895052,63.5,"Region 02 NJ, NY",1.31296378,-0.330956576,0.975286613,-0.347362588
3921,10/21/2020,SC,1.091611737,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.203859443,-0.234852855,1.203141387,0.159660715
3729,10/21/2020,PA,1.126633234,65.5,"Region 03 DC, DE, MD, PA, VA, WV",0.931233434,0.079700366,1.099208931,-0.25095724
1329,10/21/2020,ID,1.056260101,51.5,"Region 10 AK, ID, OR, WA",0.132097105,-1.184965591,0.053713561,-0.549803636
1521,10/21/2020,IN,1.093760989,57.5,"Region 05 IL, IN, MI, MN, OH, WI",0.32791787,-0.520905659,0.078202395,-0.297033294
945,10/21/2020,FL,1.114021489,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.52164428,-0.74471798,1.494410165,0.651956137
4113,10/21/2020,TN,1.081479326,37,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.718500348,-1.453536299,1.071446267,-2.491160791
1425,10/21/2020,IL,1.16263052,53,"Region 05 IL, IN, MI, MN, OH, WI",1.006465299,-0.868043014,0.836632695,-0.655547985
4689,10/21/2020,WI,1.089155242,51.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.324390891,-0.794275472,0.0274813,-0.775052882
3249,10/21/2020,NV,1.088240198,75,"Region 09 AZ, CA, HI, NV",0.692901973,-0.920359077,1.079420656,-0.585579295
1713,10/21/2020,KY,1.065104573,70,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.388194119,0.194378272,0.858616857,0.0081852
1617,10/21/2020,KS,1.191780608,46.5,"Region 07 IA, KS, MO, NE",1.422842452,-1.471505192,1.207059438,-1.308202966
273,10/21/2020,AR,1.072794929,72,"Region 06 AR, LA, NM, OK, TX",1.035385019,0.119682321,0.62541232,-0.070583352
3153,10/21/2020,NM,1.085878605,63,"Region 06 AR, LA, NM, OK, TX",-0.090426451,-0.518827878,0.797388985,-0.863613474
4017,10/21/2020,SD,1.124765423,37,"Region 08 CO, MT, ND, SD, UT, WY",0.238110751,-1.453536299,0.157552178,-1.619145171
849,10/21/2020,DE,1.147963953,67.5,"Region 03 DC, DE, MD, PA, VA, WV",1.175003552,0.083389792,1.407352653,-0.061753876
2385,10/21/2020,MO,1.155777398,55.5,"Region 07 IA, KS, MO, NE",1.409409406,-0.917632412,0.766283327,-0.65101139
1233,10/21/2020,IA,1.261428915,43.5,"Region 07 IA, KS, MO, NE",1.498952354,-1.288012266,2.059742017,-1.527266825
3633,10/21/2020,OR,1.159130564,50,"Region 10 AK, ID, OR, WA",1.596783283,-1.612630291,1.71322337,-0.65652205
753,10/21/2020,DC,1.117488772,69,"Region 03 DC, DE, MD, PA, VA, WV",1.496331077,-0.073058539,0.967107967,0.080148647
2289,10/21/2020,MN,1.259040209,33,"Region 05 IL, IN, MI, MN, OH, WI",1.413255773,-1.563376958,1.898350819,-2.248946611
4785,10/21/2020,WV,1.10869247,67,"Region 03 DC, DE, MD, PA, VA, WV",0.578332589,0.066157358,0.840036524,-0.109054717
1137,10/21/2020,HI,1.012822536,78,"Region 09 AZ, CA, HI, NV",0.527557565,-0.788684861,0.102096457,-0.30100332
1041,10/21/2020,GA,1.05620391,71.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.138054548,-0.194458292,0.742931273,0.121791836
3825,10/21/2020,RI,1.223025641,65.5,"Region 01 CT,MA,ME,NH,RI,VT",0.978172816,0.079700366,0.850706634,0.275980225
3537,10/21/2020,OK,1.012990343,69,"Region 06 AR, LA, NM, OK, TX",0.790056576,0.040577506,-0.160681223,-0.334926726
3441,10/21/2020,OH,1.183210297,60,"Region 05 IL, IN, MI, MN, OH, WI",1.077535903,-0.329736437,1.06326886,-0.097858466
1618,10/22/2020,KS,1.193162253,65,"Region 07 IA, KS, MO, NE",1.441237557,-0.051182789,1.223974489,0.04269083
2962,10/22/2020,NH,1.160013911,64,"Region 01 CT,MA,ME,NH,RI,VT",0.934471724,0.063234576,0.326923445,0.152368554
3538,10/22/2020,OK,1.010907248,75.5,"Region 06 AR, LA, NM, OK, TX",0.667358252,0.579308651,-0.188062192,0.237817251
4594,10/22/2020,WA,1.043372158,53,"Region 10 AK, ID, OR, WA",0.747151115,-0.597312113,-0.154195174,-0.443085221
850,10/22/2020,DE,1.143536939,67.5,"Region 03 DC, DE, MD, PA, VA, WV",1.10920433,0.083389792,1.343399976,-0.061753876
1330,10/22/2020,ID,1.054778418,41,"Region 10 AK, ID, OR, WA",0.099681185,-2.036013198,0.029811,-1.296832535
1138,10/22/2020,HI,1.005766511,78.5,"Region 09 AZ, CA, HI, NV",0.401796971,-0.358493119,0.010658672,-0.253573991
2290,10/22/2020,MN,1.258435965,33,"Region 05 IL, IN, MI, MN, OH, WI",1.407763086,-1.563376958,1.891696542,-2.248946611
3250,10/22/2020,NV,1.087151877,75,"Region 09 AZ, CA, HI, NV",0.679929976,-0.920359077,1.065317296,-0.585579295
1906,10/22/2020,MA,1.116446126,60.5,"Region 01 CT,MA,ME,NH,RI,VT",0.275143115,-0.292929484,-0.035232511,-0.13605868
466,10/22/2020,CA,1.050950771,64.5,"Region 09 AZ, CA, HI, NV",1.033403882,-1.205423189,0.596193539,-1.581595207
2386,10/22/2020,MO,1.159444426,71,"Region 07 IA, KS, MO, NE",1.469150774,0.394026598,0.811177611,0.480818548
370,10/22/2020,AZ,1.093919276,80.5,"Region 09 AZ, CA, HI, NV",0.815119795,-0.984432597,1.153014828,-0.063856675
4018,10/22/2020,SD,1.12612141,33,"Region 08 CO, MT, ND, SD, UT, WY",0.266175416,-1.701882434,0.174984368,-1.871419759
4498,10/22/2020,VT,1.2978887,53,"Region 01 CT,MA,ME,NH,RI,VT",0.996128932,-0.597312113,1.473003652,-0.754117039
1042,10/22/2020,GA,1.062247012,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.24549038,-0.021071332,0.821475959,0.235398472
4690,10/22/2020,WI,1.091078452,48.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.295208331,-1.03393114,0.048660778,-1.014062676
2194,10/22/2020,MI,1.220056894,49.5,"Region 05 IL, IN, MI, MN, OH, WI",1.43710064,-0.833521236,1.469044465,-0.934392745
2002,10/22/2020,MD,1.161754018,68.5,"Region 03 DC, DE, MD, PA, VA, WV",1.479630123,0.025428787,1.606564032,0.032847806
1426,10/22/2020,IL,1.160696519,62.5,"Region 05 IL, IN, MI, MN, OH, WI",0.985554816,-0.132303954,0.81533438,0.101316362
3730,10/22/2020,PA,1.122785747,68.5,"Region 03 DC, DE, MD, PA, VA, WV",0.851680233,0.340537926,1.043628106,0.032847806
2098,10/22/2020,ME,1.447468794,52.5,"Region 01 CT,MA,ME,NH,RI,VT",1.688729646,-0.415075466,2.716383869,-0.79532093
82,10/22/2020,AK,1.127554194,24.5,"Region 10 AK, ID, OR, WA",0.523898989,-1.651821671,1.203832295,-2.470735091
3346,10/22/2020,NY,1.108710421,66,"Region 02 NJ, NY",1.333306251,-0.091350005,0.991189523,-0.111195389
3826,10/22/2020,RI,1.224472284,68.5,"Region 01 CT,MA,ME,NH,RI,VT",0.991517224,0.340537926,0.862731812,0.523203569
2578,10/22/2020,MT,1.055881711,25,"Region 08 CO, MT, ND, SD, UT, WY",-0.550865021,-2.106513964,-0.7279976,-2.375968936
2866,10/22/2020,NE,1.225023403,42,"Region 07 IA, KS, MO, NE",1.482777026,-1.431339008,1.614040647,-1.636798754
3922,10/22/2020,SC,1.088851909,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.171511157,-0.234852855,1.167270765,0.159660715
3442,10/22/2020,OH,1.189635399,66.5,"Region 05 IL, IN, MI, MN, OH, WI",1.135836634,0.282631231,1.134025724,0.419996088
4402,10/22/2020,VA,1.068012627,69.5,"Region 03 DC, DE, MD, PA, VA, WV",1.097969092,-0.435868504,0.252375217,0.127449488
1522,10/22/2020,IN,1.092915154,66.5,"Region 05 IL, IN, MI, MN, OH, WI",0.313767572,0.310234672,0.068887581,0.419996088
562,10/22/2020,CO,1.220894062,45.5,"Region 08 CO, MT, ND, SD, UT, WY",1.207332614,-1.231017846,1.393355134,-1.083061671
946,10/22/2020,FL,1.119080074,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.599692898,-0.502369078,1.560158678,0.727693895
4786,10/22/2020,WV,1.107310554,66.5,"Region 03 DC, DE, MD, PA, VA, WV",0.560692577,0.01653934,0.820073356,-0.156355558
4306,10/22/2020,UT,1.09601259,44.5,"Region 08 CO, MT, ND, SD, UT, WY",1.212458672,-1.72254426,-0.212086219,-1.146130318
658,10/22/2020,CT,1.2270643,69,"Region 01 CT,MA,ME,NH,RI,VT",1.266949001,0.459738823,0.88427787,0.564407459
4882,10/22/2020,WY,1.214998889,26.5,"Region 08 CO, MT, ND, SD, UT, WY",0.426959727,-2.030122512,1.317568435,-2.281365965
2770,10/22/2020,ND,1.149034625,42,"Region 08 CO, MT, ND, SD, UT, WY",0.398429079,-1.431339008,0.469550266,-1.303801936
4114,10/22/2020,TN,1.082964249,33,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.743009753,-1.701882434,1.090746423,-2.79411182
3154,10/22/2020,NM,1.089160716,63.5,"Region 06 AR, LA, NM, OK, TX",-0.055267374,-0.477425154,0.840530263,-0.819556245
178,10/22/2020,AL,1.065608394,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.632581512,0.10437867,0.865165226,0.424742865
1234,10/22/2020,IA,1.262433425,45,"Region 07 IA, KS, MO, NE",1.509168816,-1.183988841,2.072039921,-1.417734895
3634,10/22/2020,OR,1.160139342,46.5,"Region 10 AK, ID, OR, WA",1.612141141,-2.003429986,1.729497011,-0.905531683
754,10/22/2020,DC,1.11351826,70,"Region 03 DC, DE, MD, PA, VA, WV",1.436376773,0.027856853,0.909749922,0.174750329
274,10/22/2020,AR,1.071135445,72.5,"Region 06 AR, LA, NM, OK, TX",0.999246442,0.166010962,0.60359945,-0.026526123
1810,10/22/2020,LA,1.131155786,78.5,"Region 06 AR, LA, NM, OK, TX",1.496928101,0.09218005,1.392528957,0.502160624
4210,10/22/2020,TX,1.095577191,79.5,"Region 06 AR, LA, NM, OK, TX",1.434646603,0.179185271,0.924870777,0.590275082
2674,10/22/2020,NC,1.028687662,42,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.679314808,-1.431339008,0.385291262,-2.112472004
3058,10/22/2020,NJ,1.002160692,67,"Region 02 NJ, NY",-0.963892321,-0.037182999,-1.086950226,-0.01672851
1714,10/22/2020,KY,1.065461604,71.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.395634279,0.347750717,0.863257336,0.121791836
2387,10/23/2020,MO,1.161162235,50.5,"Region 07 IA, KS, MO, NE",1.497136451,-1.340748222,0.832208213,-1.016117821
3923,10/23/2020,SC,1.092817182,74,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.217988613,-0.006540206,1.218809052,0.31113623
4883,10/23/2020,WY,1.217559742,21.5,"Region 08 CO, MT, ND, SD, UT, WY",0.453757888,-2.346043668,1.350490046,-2.5967092
563,10/23/2020,CO,1.217034891,29,"Region 08 CO, MT, ND, SD, UT, WY",1.167507891,-2.304769095,1.343742709,-2.123694347
4499,10/23/2020,VT,1.304323608,64.5,"Region 01 CT,MA,ME,NH,RI,VT",1.044268983,0.362560628,1.526493639,0.193572444
4115,10/23/2020,TN,1.083695848,28,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.755085165,-2.012315103,1.100255317,-3.172800606
2579,10/23/2020,MT,1.056630711,17,"Region 08 CO, MT, ND, SD, UT, WY",-0.54018837,-2.585579029,-0.718368665,-2.880518112
1523,10/23/2020,IN,1.091986498,61.5,"Region 05 IL, IN, MI, MN, OH, WI",0.29823173,-0.151509956,0.058660695,0.021646431
4307,10/23/2020,UT,1.096288475,41,"Region 08 CO, MT, ND, SD, UT, WY",1.222306412,-1.970413584,-0.208539519,-1.366870583
1811,10/23/2020,LA,1.130352634,77.5,"Region 06 AR, LA, NM, OK, TX",1.486369088,-0.039898827,1.38197203,0.414046166
275,10/23/2020,AR,1.067666479,64.5,"Region 06 AR, LA, NM, OK, TX",0.923702783,-0.575247287,0.558002081,-0.731441787
